accel_x,accel_y,accel_z
6.772116,-7.274286,-0.329997
6.757769,-7.202548,-0.329997
6.7219,-7.288634,-0.344345
6.750595,-7.295807,-0.351519
6.764943,-7.238417,-0.286954
6.757769,-7.202548,-0.272606
6.77929,-7.231243,-0.272606
6.729073,-7.267112,-0.337171
6.671682,-7.252764,-0.272606
6.700378,-7.317329,-0.286954
6.707551,-7.288634,-0.315649
6.700378,-7.245591,-0.315649
6.707551,-7.302981,-0.329997
6.707551,-7.302981,-0.351519
6.68603,-7.216895,-0.344345
6.729073,-7.231243,-0.387388
6.829507,-7.267112,-0.315649
6.793638,-7.259938,-0.337171
6.772116,-7.252764,-0.200868
6.7219,-7.224069,-0.286954
6.707551,-7.28146,-0.322823
6.671682,-7.216895,-0.315649
6.736247,-7.181026,-0.258259
6.650161,-7.245591,-0.301302
6.700378,-7.274286,-0.301302
6.678856,-7.238417,-0.286954
6.750595,-7.238417,-0.272606
6.764943,-7.224069,-0.27978
6.700378,-7.267112,-0.322823
6.693204,-7.267112,-0.315649
6.657335,-7.302981,-0.444779
6.707551,-7.28146,-0.315649
6.793638,-7.252764,-0.380214
6.793638,-7.209721,-0.315649
6.714725,-7.245591,-0.337171
6.700378,-7.274286,-0.294128
6.743421,-7.238417,-0.337171
6.736247,-7.245591,-0.294128
6.642987,-7.274286,-0.351519
6.772116,-7.302981,-0.394562
6.772116,-7.28146,-0.380214
6.7219,-7.209721,-0.358693
6.743421,-7.259938,-0.301302
6.77929,-7.224069,-0.200868
6.729073,-7.317329,-0.243911
6.664508,-7.288634,-0.344345
6.743421,-7.224069,-0.380214
6.729073,-7.274286,-0.365866
6.815159,-7.28146,-0.337171
6.736247,-7.252764,-0.351519
6.757769,-7.267112,-0.258259
6.743421,-7.302981,-0.301302
6.664508,-7.288634,-0.315649
6.743421,-7.245591,-0.315649
6.678856,-7.238417,-0.329997
6.68603,-7.224069,-0.322823
6.68603,-7.288634,-0.308476
6.707551,-7.130809,-0.27978
6.7219,-7.159504,-0.27978
6.68603,-7.288634,-0.258259
6.793638,-7.1882,-0.301302
6.700378,-7.252764,-0.315649
6.736247,-7.252764,-0.301302
6.707551,-7.295807,-0.243911
6.714725,-7.252764,-0.272606
6.750595,-7.166678,-0.394562
6.657335,-7.331677,-0.301302
6.772116,-7.209721,-0.294128
6.786464,-7.238417,-0.337171
6.700378,-7.1882,-0.27978
6.743421,-7.231243,-0.308476
6.822333,-7.317329,-0.315649
6.800812,-7.295807,-0.387388
6.764943,-7.245591,-0.365866
6.772116,-7.145157,-0.37304
6.642987,-7.231243,-0.365866
6.772116,-7.267112,-0.358693
6.750595,-7.231243,-0.337171
6.700378,-7.317329,-0.286954
6.700378,-7.231243,-0.286954
6.750595,-7.238417,-0.337171
6.714725,-7.216895,-0.322823
6.736247,-7.231243,-0.344345
6.7219,-7.28146,-0.27978
6.707551,-7.238417,-0.272606
6.700378,-7.252764,-0.329997
6.729073,-7.259938,-0.365866
6.750595,-7.274286,-0.286954
6.729073,-7.231243,-0.37304
6.772116,-7.295807,-0.337171
6.800812,-7.274286,-0.337171
6.822333,-7.252764,-0.301302
6.750595,-7.1882,-0.337171
6.807986,-7.317329,-0.329997
6.800812,-7.245591,-0.315649
6.757769,-7.245591,-0.329997
6.700378,-7.202548,-0.294128
6.807986,-7.202548,-0.265433
6.7219,-7.267112,-0.315649
6.693204,-7.231243,-0.294128
6.736247,-7.209721,-0.322823
6.772116,-7.195374,-0.358693
6.693204,-7.295807,-0.322823
6.750595,-7.245591,-0.265433
6.764943,-7.216895,-0.315649
6.714725,-7.216895,-0.301302
6.7219,-7.216895,-0.394562
6.642987,-7.216895,-0.358693
6.743421,-7.346025,-0.315649
6.664508,-7.28146,-0.322823
6.693204,-7.195374,-0.351519
6.671682,-7.274286,-0.337171
6.678856,-7.231243,-0.265433
6.7219,-7.28146,-0.337171
6.700378,-7.28146,-0.251085
6.700378,-7.288634,-0.37304
6.772116,-7.252764,-0.294128
6.714725,-7.274286,-0.344345
6.664508,-7.259938,-0.387388
6.68603,-7.346025,-0.301302
6.7219,-7.274286,-0.329997
6.750595,-7.224069,-0.308476
6.750595,-7.259938,-0.294128
6.793638,-7.238417,-0.229563
6.729073,-7.216895,-0.308476
6.750595,-7.267112,-0.387388
6.707551,-7.274286,-0.430431
6.678856,-7.267112,-0.315649
6.736247,-7.181026,-0.301302
6.729073,-7.238417,-0.329997
6.68603,-7.33885,-0.322823
6.729073,-7.202548,-0.329997
6.757769,-7.245591,-0.301302
6.700378,-7.216895,-0.387388
6.607118,-7.231243,-0.394562
6.736247,-7.288634,-0.286954
6.729073,-7.331677,-0.315649
6.77929,-7.238417,-0.27978
6.678856,-7.238417,-0.265433
6.77929,-7.259938,-0.294128
6.714725,-7.295807,-0.401736
6.743421,-7.1882,-0.365866
6.729073,-7.288634,-0.358693
6.743421,-7.252764,-0.315649
6.707551,-7.267112,-0.365866
6.743421,-7.252764,-0.337171
6.772116,-7.252764,-0.365866
6.786464,-7.295807,-0.315649
6.764943,-7.295807,-0.344345
6.757769,-7.238417,-0.322823
6.693204,-7.173852,-0.315649
6.671682,-7.331677,-0.315649
6.7219,-7.288634,-0.430431
6.707551,-7.295807,-0.337171
6.750595,-7.259938,-0.322823
6.7219,-7.181026,-0.337171
6.678856,-7.288634,-0.322823
6.757769,-7.245591,-0.308476
6.807986,-7.310155,-0.365866
6.671682,-7.28146,-0.222389
6.650161,-7.324503,-0.365866
6.693204,-7.1882,-0.337171
6.642987,-7.238417,-0.322823
6.700378,-7.317329,-0.322823
6.815159,-7.267112,-0.329997
6.743421,-7.195374,-0.272606
6.729073,-7.216895,-0.27978
6.743421,-7.259938,-0.315649
6.693204,-7.267112,-0.337171
6.678856,-7.252764,-0.423257
6.786464,-7.224069,-0.301302
6.714725,-7.288634,-0.322823
6.700378,-7.310155,-0.329997
6.736247,-7.295807,-0.365866
6.750595,-7.195374,-0.301302
6.671682,-7.245591,-0.329997
6.743421,-7.238417,-0.358693
6.7219,-7.209721,-0.337171
6.772116,-7.231243,-0.265433
6.700378,-7.238417,-0.308476
6.68603,-7.259938,-0.286954
6.707551,-7.267112,-0.337171
6.764943,-7.274286,-0.329997
6.7219,-7.28146,-0.294128
6.642987,-7.317329,-0.294128
6.729073,-7.216895,-0.27978
6.786464,-7.231243,-0.294128
6.750595,-7.28146,-0.308476
6.807986,-7.216895,-0.351519
6.68603,-7.259938,-0.272606
6.68603,-7.181026,-0.337171
6.7219,-7.245591,-0.272606
6.743421,-7.274286,-0.329997
6.729073,-7.302981,-0.294128
6.714725,-7.245591,-0.27978
6.736247,-7.259938,-0.315649
6.714725,-7.231243,-0.322823
6.77929,-7.267112,-0.329997
6.729073,-7.195374,-0.294128
6.657335,-7.267112,-0.294128
6.7219,-7.238417,-0.344345
6.700378,-7.302981,-0.401736
6.7219,-7.252764,-0.315649
6.815159,-7.238417,-0.315649
6.836681,-7.267112,-0.308476
6.693204,-7.202548,-0.37304
6.757769,-7.224069,-0.351519
6.729073,-7.259938,-0.387388
6.693204,-7.310155,-0.344345
6.664508,-7.238417,-0.358693
6.635813,-7.231243,-0.351519
6.68603,-7.1882,-0.322823
6.736247,-7.267112,-0.337171
6.729073,-7.310155,-0.308476
6.843855,-7.317329,-0.344345
6.729073,-7.346025,-0.351519
6.729073,-7.360372,-0.301302
6.714725,-7.245591,-0.337171
6.707551,-7.274286,-0.351519
6.7219,-7.295807,-0.315649
6.664508,-7.302981,-0.351519
6.743421,-7.33885,-0.315649
6.736247,-7.331677,-0.387388
6.736247,-7.209721,-0.315649
6.714725,-7.1882,-0.344345
6.678856,-7.259938,-0.294128
6.657335,-7.302981,-0.351519
6.757769,-7.317329,-0.37304
6.664508,-7.288634,-0.315649
6.764943,-7.216895,-0.301302
6.750595,-7.224069,-0.265433
6.750595,-7.274286,-0.308476
6.642987,-7.252764,-0.294128
6.736247,-7.238417,-0.329997
6.700378,-7.224069,-0.365866
6.707551,-7.195374,-0.329997
6.729073,-7.1882,-0.329997
6.750595,-7.159504,-0.37304
6.786464,-7.15233,-0.315649
6.729073,-7.173852,-0.329997
6.807986,-7.310155,-0.315649
6.815159,-7.224069,-0.315649
6.772116,-7.209721,-0.344345
6.750595,-7.224069,-0.251085
6.757769,-7.302981,-0.301302
6.750595,-7.267112,-0.365866
6.664508,-7.252764,-0.358693
6.743421,-7.274286,-0.351519
6.693204,-7.295807,-0.365866
6.700378,-7.216895,-0.286954
6.707551,-7.181026,-0.387388
6.757769,-7.231243,-0.337171
6.700378,-7.274286,-0.251085
6.707551,-7.252764,-0.416083
6.7219,-7.28146,-0.308476
6.729073,-7.224069,-0.308476
6.757769,-7.28146,-0.329997
6.628639,-7.109287,-0.315649
6.7219,-7.109287,-0.322823
6.707551,-7.145157,-0.308476
6.68603,-7.252764,-0.308476
6.736247,-7.288634,-0.27978
6.743421,-7.295807,-0.301302
6.729073,-7.288634,-0.329997
6.678856,-7.274286,-0.351519
6.714725,-7.288634,-0.337171
6.772116,-7.259938,-0.358693
6.736247,-7.15233,-0.337171
6.707551,-7.238417,-0.322823
6.7219,-7.274286,-0.351519
6.764943,-7.310155,-0.351519
6.657335,-7.317329,-0.301302
6.772116,-7.231243,-0.301302
6.714725,-7.224069,-0.329997
6.714725,-7.288634,-0.337171
6.764943,-7.252764,-0.337171
6.642987,-7.259938,-0.365866
6.757769,-7.267112,-0.365866
6.750595,-7.288634,-0.337171
6.800812,-7.295807,-0.315649
6.743421,-7.252764,-0.308476
6.743421,-7.145157,-0.222389
6.614292,-7.28146,-0.251085
6.700378,-7.159504,-0.337171
6.7219,-7.181026,-0.301302
6.729073,-7.28146,-0.416083
6.714725,-7.288634,-0.308476
6.657335,-7.267112,-0.322823
6.678856,-7.317329,-0.315649
6.68603,-7.302981,-0.337171
6.714725,-7.209721,-0.286954
6.7219,-7.181026,-0.265433
6.729073,-7.274286,-0.329997
6.714725,-7.202548,-0.337171
6.671682,-7.295807,-0.294128
6.729073,-7.259938,-0.337171
6.714725,-7.28146,-0.315649
6.707551,-7.310155,-0.294128
6.800812,-7.15233,-0.294128
6.714725,-7.259938,-0.265433
6.700378,-7.1882,-0.351519
6.68603,-7.209721,-0.308476
6.714725,-7.209721,-0.294128
6.736247,-7.252764,-0.308476
6.671682,-7.252764,-0.27978
6.700378,-7.224069,-0.308476
6.757769,-7.238417,-0.27978
6.736247,-7.267112,-0.344345
6.714725,-7.231243,-0.380214
6.736247,-7.1882,-0.308476
6.714725,-7.173852,-0.401736
6.700378,-7.195374,-0.365866
6.68603,-7.295807,-0.265433
6.707551,-7.28146,-0.286954
6.77929,-7.324503,-0.337171
6.729073,-7.245591,-0.265433
6.807986,-7.33885,-0.294128
6.757769,-7.33885,-0.365866
6.743421,-7.231243,-0.315649
6.714725,-7.181026,-0.286954
6.707551,-7.231243,-0.337171
6.671682,-7.238417,-0.344345
6.642987,-7.324503,-0.337171
6.700378,-7.224069,-0.243911
6.772116,-7.245591,-0.308476
6.68603,-7.274286,-0.315649
6.621466,-7.202548,-0.315649
6.750595,-7.216895,-0.294128
6.772116,-7.302981,-0.286954
6.707551,-7.173852,-0.243911
6.757769,-7.216895,-0.329997
6.628639,-7.245591,-0.301302
6.77929,-7.33885,-0.337171
6.743421,-7.202548,-0.337171
6.707551,-7.173852,-0.315649
6.729073,-7.216895,-0.286954
6.707551,-7.202548,-0.294128
6.757769,-7.28146,-0.329997
6.700378,-7.267112,-0.251085
6.707551,-7.145157,-0.286954
6.700378,-7.259938,-0.322823
6.736247,-7.295807,-0.344345
6.736247,-7.302981,-0.308476
6.664508,-7.159504,-0.365866
6.678856,-7.231243,-0.37304
6.693204,-7.238417,-0.315649
6.678856,-7.302981,-0.337171
6.729073,-7.28146,-0.344345
6.729073,-7.224069,-0.229563
6.729073,-7.295807,-0.329997
6.729073,-7.252764,-0.329997
6.707551,-7.224069,-0.416083
6.707551,-7.324503,-0.401736
6.757769,-7.231243,-0.251085
6.757769,-7.231243,-0.308476
6.664508,-7.238417,-0.351519
6.729073,-7.259938,-0.308476
6.736247,-7.317329,-0.351519
6.68603,-7.202548,-0.344345
6.707551,-7.123635,-0.315649
6.750595,-7.353199,-0.272606
6.700378,-7.389068,-0.272606
6.678856,-7.274286,-0.344345
6.729073,-7.231243,-0.322823
6.764943,-7.216895,-0.315649
6.693204,-7.288634,-0.272606
6.800812,-7.238417,-0.236737
6.750595,-7.166678,-0.294128
6.77929,-7.302981,-0.365866
6.843855,-7.28146,-0.337171
6.743421,-7.288634,-0.37304
6.7219,-7.202548,-0.286954
6.750595,-7.231243,-0.344345
6.714725,-7.252764,-0.322823
6.628639,-7.173852,-0.322823
6.743421,-7.224069,-0.337171
6.87255,-7.295807,-0.322823
6.707551,-7.288634,-0.322823
6.678856,-7.324503,-0.337171
6.700378,-7.267112,-0.365866
6.750595,-7.245591,-0.344345
6.707551,-7.238417,-0.394562
6.671682,-7.216895,-0.337171
6.729073,-7.310155,-0.258259
6.743421,-7.252764,-0.27978
6.714725,-7.1882,-0.329997
6.714725,-7.1882,-0.322823
6.707551,-7.202548,-0.351519
6.693204,-7.224069,-0.329997
6.743421,-7.209721,-0.329997
6.707551,-7.202548,-0.37304
6.750595,-7.224069,-0.351519
6.714725,-7.274286,-0.351519
6.736247,-7.331677,-0.329997
6.807986,-7.238417,-0.272606
6.714725,-7.252764,-0.365866
6.736247,-7.259938,-0.329997
6.714725,-7.267112,-0.308476
6.68603,-7.28146,-0.401736
6.800812,-7.224069,-0.315649
6.736247,-7.216895,-0.322823
6.750595,-7.224069,-0.351519
6.743421,-7.28146,-0.337171
6.736247,-7.259938,-0.322823
6.757769,-7.231243,-0.380214
6.772116,-7.231243,-0.27978
6.714725,-7.224069,-0.315649
6.729073,-7.259938,-0.337171
6.772116,-7.238417,-0.351519
6.700378,-7.238417,-0.365866
6.77929,-7.216895,-0.294128
6.750595,-7.231243,-0.286954
6.743421,-7.295807,-0.351519
6.764943,-7.231243,-0.329997
6.764943,-7.209721,-0.286954
6.7219,-7.209721,-0.301302
6.743421,-7.274286,-0.272606
6.729073,-7.324503,-0.294128
6.77929,-7.28146,-0.337171
6.7219,-7.310155,-0.236737
6.678856,-7.302981,-0.27978
6.729073,-7.145157,-0.37304
6.700378,-7.28146,-0.286954
6.700378,-7.245591,-0.387388
6.757769,-7.224069,-0.387388
6.77929,-7.202548,-0.322823
6.77929,-7.295807,-0.351519
6.693204,-7.302981,-0.315649
6.700378,-7.245591,-0.301302
6.77929,-7.302981,-0.358693
6.793638,-7.310155,-0.351519
6.693204,-7.259938,-0.329997
6.707551,-7.28146,-0.329997
6.68603,-7.209721,-0.308476
6.786464,-7.28146,-0.294128
6.750595,-7.1882,-0.329997
6.736247,-7.216895,-0.387388
6.743421,-7.267112,-0.337171
6.657335,-7.267112,-0.401736
6.764943,-7.1882,-0.351519
6.815159,-7.28146,-0.337171
6.635813,-7.288634,-0.351519
6.700378,-7.252764,-0.344345
6.693204,-7.259938,-0.251085
6.693204,-7.267112,-0.301302
6.657335,-7.252764,-0.358693
6.68603,-7.224069,-0.394562
6.7219,-7.295807,-0.308476
6.671682,-7.238417,-0.258259
6.757769,-7.202548,-0.329997
6.700378,-7.302981,-0.301302
6.650161,-7.245591,-0.301302
6.729073,-7.245591,-0.251085
6.77929,-7.252764,-0.294128
6.7219,-7.267112,-0.301302
6.743421,-7.238417,-0.301302
6.77929,-7.259938,-0.365866
6.714725,-7.231243,-0.337171
6.678856,-7.274286,-0.315649
6.693204,-7.202548,-0.337171
6.743421,-7.231243,-0.337171
6.714725,-7.389068,-0.308476
6.693204,-7.288634,-0.27978
6.657335,-7.259938,-0.294128
6.736247,-7.252764,-0.329997
6.729073,-7.252764,-0.37304
6.7219,-7.259938,-0.337171
6.750595,-7.28146,-0.315649
6.7219,-7.216895,-0.329997
6.700378,-7.295807,-0.315649
6.714725,-7.195374,-0.272606
6.743421,-7.245591,-0.272606
6.678856,-7.15233,-0.286954
6.657335,-7.202548,-0.294128
6.7219,-7.1882,-0.301302
6.671682,-7.267112,-0.329997
6.714725,-7.252764,-0.40891
6.736247,-7.288634,-0.27978
6.757769,-7.238417,-0.222389
6.793638,-7.216895,-0.301302
6.757769,-7.216895,-0.27978
6.750595,-7.209721,-0.401736
6.714725,-7.166678,-0.329997
6.700378,-7.195374,-0.294128
6.743421,-7.245591,-0.322823
6.750595,-7.302981,-0.27978
6.800812,-7.288634,-0.294128
6.68603,-7.295807,-0.344345
6.59277,-7.245591,-0.322823
6.671682,-7.209721,-0.329997
6.614292,-7.259938,-0.308476
6.635813,-7.252764,-0.265433
6.729073,-7.216895,-0.322823
6.786464,-7.259938,-0.329997
6.7219,-7.252764,-0.322823
6.657335,-7.238417,-0.322823
6.707551,-7.202548,-0.215216
6.714725,-7.267112,-0.329997
6.807986,-7.224069,-0.27978
6.743421,-7.173852,-0.322823
6.7219,-7.181026,-0.258259
6.7219,-7.224069,-0.294128
6.77929,-7.288634,-0.329997
6.707551,-7.267112,-0.301302
6.729073,-7.252764,-0.294128
6.678856,-7.302981,-0.329997
6.707551,-7.1882,-0.365866
6.800812,-7.173852,-0.27978
6.714725,-7.209721,-0.27978
6.757769,-7.216895,-0.294128
6.714725,-7.1882,-0.294128
6.707551,-7.224069,-0.236737
6.750595,-7.181026,-0.294128
6.807986,-7.295807,-0.286954
6.700378,-7.28146,-0.286954
6.642987,-7.238417,-0.329997
6.736247,-7.302981,-0.401736
6.729073,-7.267112,-0.329997
6.7219,-7.28146,-0.315649
6.700378,-7.259938,-0.351519
6.750595,-7.252764,-0.329997
6.68603,-7.252764,-0.294128
6.693204,-7.202548,-0.315649
6.714725,-7.267112,-0.315649
6.757769,-7.231243,-0.351519
6.700378,-7.28146,-0.315649
6.68603,-7.224069,-0.243911
6.7219,-7.267112,-0.272606
6.707551,-7.245591,-0.315649
6.650161,-7.346025,-0.315649
6.743421,-7.302981,-0.315649
6.757769,-7.331677,-0.358693
6.729073,-7.231243,-0.272606
6.793638,-7.245591,-0.337171
6.707551,-7.1882,-0.286954
6.743421,-7.360372,-0.344345
6.807986,-7.1882,-0.401736
6.729073,-7.274286,-0.315649
6.764943,-7.224069,-0.301302
6.68603,-7.231243,-0.294128
6.700378,-7.252764,-0.344345
6.707551,-7.288634,-0.272606
6.650161,-7.259938,-0.222389
6.736247,-7.28146,-0.322823
6.700378,-7.216895,-0.365866
6.757769,-7.1882,-0.322823
6.650161,-7.252764,-0.272606
6.707551,-7.245591,-0.344345
6.707551,-7.259938,-0.358693
6.693204,-7.28146,-0.294128
6.707551,-7.274286,-0.322823
6.764943,-7.324503,-0.308476
6.671682,-7.302981,-0.329997
6.807986,-7.288634,-0.286954
6.851029,-7.274286,-0.329997
6.772116,-7.259938,-0.365866
6.736247,-7.252764,-0.337171
6.729073,-7.245591,-0.308476
6.757769,-7.331677,-0.380214
6.750595,-7.259938,-0.365866
6.7219,-7.259938,-0.351519
6.693204,-7.224069,-0.322823
6.707551,-7.224069,-0.358693
6.693204,-7.267112,-0.308476
6.650161,-7.295807,-0.308476
6.729073,-7.28146,-0.294128
6.678856,-7.259938,-0.294128
6.772116,-7.252764,-0.315649
6.678856,-7.310155,-0.337171
6.700378,-7.252764,-0.337171
6.750595,-7.209721,-0.265433
6.7219,-7.288634,-0.322823
6.7219,-7.202548,-0.301302
6.736247,-7.1882,-0.329997
6.657335,-7.1882,-0.344345
6.664508,-7.28146,-0.351519
6.707551,-7.28146,-0.315649
6.707551,-7.302981,-0.315649
6.714725,-7.238417,-0.337171
6.757769,-7.295807,-0.351519
6.807986,-7.224069,-0.308476
6.68603,-7.238417,-0.329997
6.729073,-7.202548,-0.329997
6.707551,-7.231243,-0.322823
6.729073,-7.1882,-0.358693
6.757769,-7.166678,-0.322823
6.807986,-7.317329,-0.344345
6.700378,-7.245591,-0.294128
6.650161,-7.252764,-0.315649
6.693204,-7.231243,-0.294128
6.764943,-7.252764,-0.322823
6.707551,-7.209721,-0.451953
6.7219,-7.245591,-0.358693
6.671682,-7.202548,-0.394562
6.671682,-7.302981,-0.308476
6.714725,-7.324503,-0.286954
6.7219,-7.224069,-0.365866
6.664508,-7.259938,-0.322823
6.671682,-7.28146,-0.27978
6.7219,-7.173852,-0.301302
6.729073,-7.245591,-0.294128
6.707551,-7.28146,-0.236737
6.707551,-7.231243,-0.337171
6.678856,-7.216895,-0.301302
6.77929,-7.173852,-0.315649
6.7219,-7.331677,-0.315649
6.68603,-7.181026,-0.308476
6.664508,-7.28146,-0.308476
6.68603,-7.324503,-0.380214
6.707551,-7.33885,-0.344345
6.7219,-7.353199,-0.329997
6.642987,-7.28146,-0.329997
6.736247,-7.259938,-0.315649
6.707551,-7.288634,-0.301302
6.700378,-7.252764,-0.27978
6.714725,-7.216895,-0.315649
6.714725,-7.274286,-0.351519
6.700378,-7.245591,-0.329997
6.68603,-7.267112,-0.315649
6.743421,-7.252764,-0.315649
6.707551,-7.295807,-0.294128
6.700378,-7.216895,-0.308476
6.707551,-7.317329,-0.27978
6.743421,-7.245591,-0.351519
6.757769,-7.288634,-0.251085
6.736247,-7.310155,-0.294128
6.693204,-7.324503,-0.315649
6.750595,-7.224069,-0.294128
6.77929,-7.202548,-0.301302
6.729073,-7.288634,-0.351519
6.729073,-7.259938,-0.301302
6.657335,-7.317329,-0.258259
6.657335,-7.295807,-0.301302
6.714725,-7.224069,-0.337171
6.707551,-7.317329,-0.315649
6.700378,-7.302981,-0.351519
6.757769,-7.238417,-0.294128
6.714725,-7.224069,-0.272606
6.764943,-7.224069,-0.308476
6.764943,-7.295807,-0.294128
6.707551,-7.252764,-0.265433
6.707551,-7.238417,-0.308476
6.786464,-7.267112,-0.308476
6.700378,-7.367546,-0.394562
6.657335,-7.224069,-0.308476
6.693204,-7.252764,-0.344345
6.650161,-7.195374,-0.344345
6.793638,-7.224069,-0.322823
6.757769,-7.1882,-0.308476
6.729073,-7.238417,-0.215216
6.700378,-7.202548,-0.315649
6.707551,-7.216895,-0.251085
6.786464,-7.245591,-0.301302
6.786464,-7.245591,-0.258259
6.714725,-7.274286,-0.344345
6.664508,-7.252764,-0.27978
6.657335,-7.28146,-0.27978
6.700378,-7.259938,-0.265433
6.714725,-7.28146,-0.301302
6.700378,-7.259938,-0.329997
6.693204,-7.245591,-0.301302
6.642987,-7.231243,-0.272606
6.678856,-7.216895,-0.315649
6.700378,-7.231243,-0.286954
6.729073,-7.181026,-0.272606
6.68603,-7.274286,-0.286954
6.678856,-7.288634,-0.315649
6.657335,-7.28146,-0.251085
6.607118,-7.245591,-0.315649
6.743421,-7.28146,-0.272606
6.700378,-7.267112,-0.37304
6.714725,-7.216895,-0.265433
6.714725,-7.245591,-0.344345
6.750595,-7.209721,-0.294128
6.807986,-7.274286,-0.322823
6.743421,-7.259938,-0.301302
6.700378,-7.1882,-0.329997
6.700378,-7.302981,-0.315649
6.664508,-7.259938,-0.308476
6.693204,-7.302981,-0.344345
6.707551,-7.317329,-0.322823
6.743421,-7.267112,-0.315649
6.77929,-7.1882,-0.322823
6.671682,-7.202548,-0.329997
6.714725,-7.231243,-0.301302
6.772116,-7.252764,-0.301302
6.700378,-7.195374,-0.315649
6.700378,-7.324503,-0.272606
6.815159,-7.295807,-0.337171
6.714725,-7.224069,-0.387388
6.700378,-7.267112,-0.337171
6.772116,-7.195374,-0.329997
6.693204,-7.267112,-0.37304
6.68603,-7.252764,-0.308476
6.657335,-7.202548,-0.272606
6.664508,-7.267112,-0.322823
6.693204,-7.259938,-0.322823
6.693204,-7.274286,-0.294128
6.750595,-7.302981,-0.322823
6.750595,-7.274286,-0.286954
6.729073,-7.288634,-0.329997
6.757769,-7.245591,-0.337171
6.736247,-7.166678,-0.27978
6.657335,-7.302981,-0.337171
6.707551,-7.252764,-0.301302
6.743421,-7.274286,-0.329997
6.743421,-7.288634,-0.286954
6.700378,-7.252764,-0.322823
6.664508,-7.245591,-0.243911
6.750595,-7.202548,-0.329997
6.757769,-7.259938,-0.315649
6.757769,-7.195374,-0.286954
6.693204,-7.274286,-0.301302
6.793638,-7.267112,-0.322823
6.707551,-7.267112,-0.315649
6.729073,-7.209721,-0.315649
6.700378,-7.252764,-0.294128
6.707551,-7.302981,-0.308476
6.736247,-7.195374,-0.329997
6.729073,-7.288634,-0.358693
6.714725,-7.259938,-0.358693
6.664508,-7.288634,-0.27978
6.693204,-7.267112,-0.301302
6.664508,-7.252764,-0.344345
6.585596,-7.33885,-0.344345
6.7219,-7.28146,-0.394562
6.707551,-7.302981,-0.322823
6.714725,-7.295807,-0.27978
6.714725,-7.28146,-0.322823
6.729073,-7.267112,-0.337171
6.693204,-7.166678,-0.286954
6.772116,-7.195374,-0.337171
6.714725,-7.224069,-0.351519
6.7219,-7.302981,-0.337171
6.729073,-7.28146,-0.322823
6.664508,-7.295807,-0.351519
6.714725,-7.274286,-0.351519
6.68603,-7.224069,-0.37304
6.693204,-7.288634,-0.315649
6.657335,-7.252764,-0.315649
6.707551,-7.295807,-0.272606
6.743421,-7.245591,-0.365866
6.750595,-7.1882,-0.344345
6.714725,-7.159504,-0.315649
6.707551,-7.238417,-0.251085
6.750595,-7.238417,-0.315649
6.714725,-7.245591,-0.351519
6.743421,-7.202548,-0.272606
6.700378,-7.259938,-0.286954
6.68603,-7.231243,-0.265433
6.700378,-7.231243,-0.301302
6.743421,-7.252764,-0.315649
6.764943,-7.209721,-0.358693
6.707551,-7.231243,-0.294128
6.700378,-7.209721,-0.322823
6.7219,-7.216895,-0.329997
6.707551,-7.274286,-0.27978
6.729073,-7.252764,-0.315649
6.757769,-7.202548,-0.229563
6.68603,-7.195374,-0.401736
6.693204,-7.252764,-0.301302
6.707551,-7.317329,-0.294128
6.700378,-7.252764,-0.329997
6.757769,-7.288634,-0.27978
6.800812,-7.1882,-0.251085
6.750595,-7.216895,-0.301302
6.729073,-7.224069,-0.27978
6.664508,-7.245591,-0.315649
6.707551,-7.202548,-0.315649
6.757769,-7.216895,-0.286954
6.700378,-7.231243,-0.344345
6.68603,-7.224069,-0.265433
6.714725,-7.28146,-0.286954
6.743421,-7.267112,-0.337171
6.750595,-7.245591,-0.351519
6.707551,-7.252764,-0.344345
6.700378,-7.202548,-0.380214
6.736247,-7.216895,-0.351519
6.7219,-7.252764,-0.322823
6.743421,-7.302981,-0.286954
6.707551,-7.259938,-0.301302
6.7219,-7.224069,-0.394562
6.736247,-7.274286,-0.315649
6.736247,-7.28146,-0.27978
6.736247,-7.181026,-0.286954
6.693204,-7.267112,-0.251085
6.729073,-7.252764,-0.337171
6.700378,-7.28146,-0.329997
6.700378,-7.259938,-0.358693
6.693204,-7.216895,-0.315649
6.729073,-7.231243,-0.301302
6.693204,-7.288634,-0.272606
6.678856,-7.274286,-0.265433
6.7219,-7.231243,-0.315649
6.729073,-7.28146,-0.294128
6.750595,-7.259938,-0.286954
6.750595,-7.28146,-0.351519
6.714725,-7.274286,-0.322823
6.671682,-7.245591,-0.416083
6.764943,-7.267112,-0.37304
6.743421,-7.202548,-0.365866
6.714725,-7.1882,-0.322823
6.664508,-7.238417,-0.286954
6.707551,-7.231243,-0.27978
6.714725,-7.310155,-0.337171
6.757769,-7.288634,-0.322823
6.678856,-7.202548,-0.344345
6.671682,-7.245591,-0.337171
6.714725,-7.195374,-0.322823
6.743421,-7.267112,-0.294128
6.678856,-7.274286,-0.315649
6.786464,-7.288634,-0.344345
6.77929,-7.216895,-0.351519
6.693204,-7.216895,-0.329997
6.68603,-7.123635,-0.322823
6.743421,-7.195374,-0.286954
6.68603,-7.145157,-0.229563
6.750595,-7.267112,-0.322823
6.772116,-7.28146,-0.286954
6.786464,-7.202548,-0.337171
6.757769,-7.224069,-0.37304
6.7219,-7.238417,-0.315649
